/home/ilchae/dataset/ILSVRC/Data/VID/train/ ./modules/imagenet_arrange.pkl
==== Start Cycle 0 ====
Cycle  0, K 230 (1182), BinLoss 0.804, TripleLoss 0.361, Prec 0.271, Time 1.293
Cycle  0, K 231 (35), BinLoss 0.640, TripleLoss 0.167, Prec 0.309, Time 1.109
Cycle  0, K 232 (475), BinLoss 0.811, TripleLoss 0.204, Prec 0.190, Time 1.131
Cycle  0, K 233 (1061), BinLoss 0.879, TripleLoss 0.218, Prec 0.205, Time 1.429
Cycle  0, K 234 (834), BinLoss 0.814, TripleLoss 0.219, Prec 0.326, Time 1.032
Cycle  0, K 235 (946), BinLoss 0.757, TripleLoss 0.186, Prec 0.158, Time 1.089
Cycle  0, K 236 (1200), BinLoss 0.665, TripleLoss 0.320, Prec 0.245, Time 0.723
Cycle  0, K 237 (569), BinLoss 0.779, TripleLoss 0.410, Prec 0.210, Time 1.075
Cycle  0, K 238 (104), BinLoss 0.900, TripleLoss 0.276, Prec 0.342, Time 1.216
Cycle  0, K 239 (375), BinLoss 0.678, TripleLoss 0.171, Prec 0.190, Time 1.089
Cycle  0, K 240 (446), BinLoss 0.842, TripleLoss 0.175, Prec 0.274, Time 1.209
Cycle  0, K 241 (1342), BinLoss 0.650, TripleLoss 0.216, Prec 0.338, Time 1.237
Cycle  0, K 242 (479), BinLoss 1.144, TripleLoss 0.168, Prec 0.325, Time 1.162
Cycle  0, K 243 (257), BinLoss 0.700, TripleLoss 0.254, Prec 0.444, Time 1.215
Cycle  0, K 244 (274), BinLoss 0.792, TripleLoss 0.176, Prec 0.177, Time 1.364
Cycle  0, K 245 (812), BinLoss 0.787, TripleLoss 0.301, Prec 0.268, Time 1.229
Cycle  0, K 246 (534), BinLoss 0.740, TripleLoss 0.200, Prec 0.306, Time 1.196
Cycle  0, K 247 (182), BinLoss 0.759, TripleLoss 0.252, Prec 0.206, Time 1.167
Cycle  0, K 248 (234), BinLoss 0.780, TripleLoss 0.147, Prec 0.170, Time 1.340
Cycle  0, K 249 (1013), BinLoss 0.724, TripleLoss 0.203, Prec 0.200, Time 0.440
Cycle  0, K 250 (805), BinLoss 0.900, TripleLoss 0.368, Prec 0.200, Time 1.157
Cycle  0, K 251 (372), BinLoss 0.736, TripleLoss 0.280, Prec 0.297, Time 1.063
Cycle  0, K 252 (68), BinLoss 0.609, TripleLoss 0.264, Prec 0.290, Time 1.487
Cycle  0, K 253 (277), BinLoss 0.791, TripleLoss 0.163, Prec 0.365, Time 1.272
Cycle  0, K 254 (958), BinLoss 0.854, TripleLoss 0.204, Prec 0.102, Time 1.107
Cycle  0, K 255 (886), BinLoss 0.739, TripleLoss 0.220, Prec 0.250, Time 0.452
Cycle  0, K 256 (557), BinLoss 0.728, TripleLoss 0.195, Prec 0.263, Time 1.212
Cycle  0, K 257 (492), BinLoss 0.637, TripleLoss 0.356, Prec 0.244, Time 1.330
Cycle  0, K 258 (1499), BinLoss 0.783, TripleLoss 0.119, Prec 0.320, Time 1.611
Cycle  0, K 259 (1016), BinLoss 0.822, TripleLoss 0.155, Prec 0.336, Time 0.236
Cycle  0, K 260 (236), BinLoss 0.884, TripleLoss 0.171, Prec 0.156, Time 1.136
Cycle  0, K 261 (494), BinLoss 0.728, TripleLoss 0.119, Prec 0.338, Time 1.230
Cycle  0, K 262 (618), BinLoss 0.939, TripleLoss 0.186, Prec 0.097, Time 1.122
Cycle  0, K 263 (377), BinLoss 0.745, TripleLoss 0.317, Prec 0.212, Time 1.049
Cycle  0, K 264 (1109), BinLoss 0.797, TripleLoss 0.200, Prec 0.150, Time 1.504
Cycle  0, K 265 (1486), BinLoss 0.724, TripleLoss 0.219, Prec 0.185, Time 1.204
Cycle  0, K 266 (201), BinLoss 0.808, TripleLoss 0.229, Prec 0.198, Time 1.260
Cycle  0, K 267 (306), BinLoss 0.720, TripleLoss 0.183, Prec 0.373, Time 1.142
Cycle  0, K 268 (789), BinLoss 0.723, TripleLoss 0.110, Prec 0.356, Time 1.193
Cycle  0, K 269 (64), BinLoss 0.704, TripleLoss 0.235, Prec 0.249, Time 1.381
Cycle  0, K 270 (637), BinLoss 0.736, TripleLoss 0.287, Prec 0.206, Time 1.100
Cycle  0, K 271 (1299), BinLoss 0.747, TripleLoss 0.130, Prec 0.255, Time 1.215
